[351.           0.47647621] 1.0
[3.79000000e+02 1.76428307e-02] 0.0
[3.86000000e+02 2.35294783e-02] 0.0
[3.88000000e+02 3.46525045e-01] 0.0
[3.93000000e+02 1.81733134e-02] 0.0
[3.93000000e+02 1.81904258e-02] 0.0
[9.60000000e+01 2.72770825e-02] 0.0
[9.8000000e+01 2.9416126e-02] 0.0
[1.04000000e+02 2.83380481e-02] 0.0
[1.10000000e+02 2.99466088e-02] 0.0
[3.35000000e+02 2.81292774e-01] 0.0
[3.42000000e+02 3.15380571e-02] 0.0
[53.          0.35455074] 0.0
[6.20000000e+01 2.08599521e-02] 0.0
[114.           0.25774618] 0.0
[118.           0.35935931] 0.0
[118.           0.29250136] 0.0
[1.19000000e+02 2.83380481e-02] 0.0
[122.           0.34277744] 0.0
[1.3100000e+02 2.9416126e-02] 0.0
[1.39000000e+02 2.45904439e-02] 0.0
[1.40000000e+02 2.08599521e-02] 0.0
[1.43000000e+02 2.13904349e-02] 0.0
[74.          0.16095874] 0.0
[81.          0.10053504] 0.0
[82.          0.17112348] 0.0
[98.         0.1133693] 0.0
[1.04000000e+02 1.02674087e-01] 0.0
[116.           0.17754061] 0.0
[1.18000000e+02 9.99874487e-02] 0.0
[1.22000000e+02 1.08560735e-01] 0.0
[1.23000000e+02 5.13370436e-02] 0.0
[3.85000000e+02 1.89313905e-01] 0.0
[3.89000000e+02 4.27808697e-02] 0.0
[3.96000000e+02 4.27808697e-03] 0.0
[4.01000000e+02 8.55617394e-03] 0.0
[3.42000000e+02 2.31016696e-01] 0.0
[3.44000000e+02 1.17732953e-02] 0.0
[3.46000000e+02 1.49733044e-02] 0.0
[3.57000000e+02 2.34764301e-01] 0.0
[3.14000000e+02 1.71123479e-02] 0.0
[3.15000000e+02 1.06952174e-02] 0.0
[3.20000000e+02 1.49733044e-02] 0.0
[3.2800000e+02 1.3381856e-02] 0.0
[3.35000000e+02 1.44428216e-02] 0.0
[3.36000000e+02 1.17732953e-02] 0.0
[3.39000000e+02 2.40770735e-02] 0.0
[66.          0.14865497] 0.0
[7.80000000e+01 7.27274785e-02] 0.0
[103.           0.18717486] 0.0
[1.82000000e+02 6.84493915e-02] 0.0
[1.85000000e+02 1.06952174e-01] 0.0
[3.90000000e+02 1.67375875e-01] 0.0
[3.91000000e+02 2.02148166e-01] 0.0
[3.99000000e+02 9.25093526e-02] 0.0
[36.          0.10053504] 0.0
[36.          0.29946609] 0.0
[40.         0.1363683] 0.0
[41.          0.07592749] 0.0
[5.60000000e+01 4.81199222e-02] 0.0
[59.          0.18770534] 0.0
[2.76000000e+02 1.81904258e-02] 0.0
[2.79000000e+02 1.28342609e-02] 0.0
[2.72000000e+02 2.31547179e-01] 0.0
[2.74000000e+02 2.36355749e-01] 0.0
[2.7400000e+02 2.4919001e-01] 0.0
[2.7500000e+02 1.6362827e-01] 0.0
[2.92000000e+02 1.55037872e-02] 0.0
[1.05000000e+02 9.73350347e-02] 0.0
[106.           0.16951492] 0.0
[111.           0.25990234] 0.0
[1.12000000e+02 9.62569568e-02] 0.0
[1.14000000e+02 9.51788789e-02] 0.0
[1.1500000e+02 9.5726474e-02] 0.0
[119.           0.19090535] 0.0
[1.24000000e+02 4.49199132e-02] 0.0
[130.           0.17540157] 0.0
[130.         0.147594] 0.0
[134.           0.28984895] 0.0
[1.35000000e+02 1.05874096e-01] 0.0
[1.47000000e+02 1.02674087e-01] 0.0
[1.64000000e+02 9.62569568e-02] 0.0
[167.           0.21604339] 0.0
[1.73000000e+02 5.77541741e-02] 0.0
[3.58000000e+02 1.86096783e-01] 0.0
[3.59000000e+02 5.56151306e-02] 0.0
[3.77000000e+02 4.70589567e-02] 0.0
[3.83000000e+02 3.85027827e-02] 0.0
[3.85000000e+02 1.49733044e-01] 0.0
[3.86000000e+02 5.13370436e-02] 0.0
[224.           0.23957287] 0.0
[235.           0.37539358] 1.0
[2.38000000e+02 1.19786435e-01] 0.0
[2.42000000e+02 1.88235827e-01] 0.0
[2.46000000e+02 8.45007738e-02] 0.0
[2.48000000e+02 8.02226869e-02] 0.0
[2.55000000e+02 1.00535044e-01] 0.0
[1.86000000e+02 1.20864513e-01] 0.0
[1.91000000e+02 1.05874096e-01] 0.0
[1.93000000e+02 8.98398264e-02] 0.0
[195.           0.25348521] 0.0
[2.02000000e+02 1.06952174e-01] 0.0
[2.02000000e+02 1.10152183e-01] 0.0
[2.03000000e+02 7.27274785e-02] 0.0
[2.07000000e+02 7.16494006e-02] 0.0
[2.20000000e+02 6.41713046e-02] 0.0
[1.59000000e+02 1.04813131e-01] 0.0
[164.           0.19893104] 0.0
[1.69000000e+02 7.59274875e-02] 0.0
[1.70000000e+02 7.70055655e-02] 0.0
[182.           0.19893104] 0.0
[3.36000000e+02 5.02760781e-02] 0.0
[3.36000000e+02 5.34760871e-02] 0.0
[3.36000000e+02 4.59808788e-02] 0.0
[3.82000000e+02 1.63097788e-01] 0.0
[3.85000000e+02 4.81370346e-02] 0.0
[3.8600000e+02 5.4554165e-02] 0.0
[3.89000000e+02 1.64706348e-01] 0.0
[3.93000000e+02 8.50312566e-02] 0.0
[4.00000000e+02 1.07482657e-01] 0.0
[34.          0.10161312] 0.0
[39.          0.16898444] 0.0
[41.          0.07861413] 0.0
[42.          0.08450077] 0.0
[43.          0.09303984] 0.0
[5.50000000e+01 4.86675174e-02] 0.0
[5.60000000e+01 4.70589567e-02] 0.0
[57.          0.13475974] 0.0
[97.          0.11872547] 0.0
[1.01000000e+02 6.84493915e-02] 0.0
[1.01000000e+02 6.30932266e-02] 0.0
[1.01000000e+02 6.52322701e-02] 0.0
[106.           0.13316829] 0.0
[109.           0.20962626] 0.0
[1.11000000e+02 1.06952174e-01] 0.0
[1.20000000e+02 1.11230261e-01] 0.0
[1.20000000e+02 1.13369305e-01] 0.0
[2.87000000e+02 2.13904349e-01] 0.0
[2.88000000e+02 1.75401566e-01] 0.0
[2.91000000e+02 1.28342609e-02] 0.0
[2.94000000e+02 2.13904349e-02] 0.0
[2.96000000e+02 1.44257093e-02] 0.0
[3.16000000e+02 1.55208995e-02] 0.0
[3.18000000e+02 1.28342609e-02] 0.0
[3.19000000e+02 1.39123388e-02] 0.0
[3.22000000e+02 9.63425186e-03] 0.0
[3.23000000e+02 2.40103353e-01] 0.0
[3.25000000e+02 2.29938618e-01] 0.0
[3.30000000e+02 2.35842378e-01] 0.0
[2.50000000e+02 1.58836813e-01] 0.0
[2.57000000e+02 1.38952265e-02] 0.0
[2.57000000e+02 1.81904258e-02] 0.0
[2.65000000e+02 1.49733044e-02] 0.0
[2.73000000e+02 2.19209176e-02] 0.0
[2.75000000e+02 1.55037872e-02] 0.0
[2.77000000e+02 2.28877653e-01] 0.0
[3.37000000e+02 1.39123388e-02] 0.0
[1.93000000e+02 4.70589567e-02] 0.0
[2.00000000e+02 8.55617394e-03] 0.0
[201.           0.20748722] 0.0
[2.54000000e+02 4.27808697e-02] 0.0
[256.          0.2802147] 0.0
[2.62000000e+02 4.59979911e-02] 0.0
[2.73000000e+02 4.38589476e-02] 0.0
[2.75000000e+02 4.49199132e-02] 0.0
[2.79000000e+02 2.57746184e-01] 0.0
[2.75000000e+02 2.67380436e-01] 0.0
[2.76000000e+02 5.56151306e-02] 0.0
[2.79000000e+02 4.70589567e-02] 0.0
